Unique_ID,Category,Facility,ItemNumber,Item Unit,ItemName,Substance Name,Waste (AER) Code,DATAAREAID
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Cement,CEMENT,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Sweetening Agents (solids),SWTSOL,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Sludge - Emulsion,SLGEML,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
706084sesc,Standard,,706084,M3,Off Spec Oil - Water Disposal,Non-Oilfield Waste,NONOFD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Non-Oilfield Waste,NONOFD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Emulsion,SLGEML,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sweetening Agents (solids),SWTSOL,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Cement,CEMENT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Drilling Waste Gel Chemical,DRWSGC,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Drilling Waste Hydrocarbon,DRWSHC,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Frac Sand,FRCSND,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,High Solids Produced Water,HSPWTR,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Frac Fluid (water based),FRFLDW,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Tank Bottoms,SLGHYD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Treater Hay,TRTHAY,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge Gas Sweetening Systems,SLGSWT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Cooling Tower,SLGCTW,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Load Oil,COEMUL,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Pigging Waste (liguid & wax),PIGWST,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Residual formation fines after treatment and settl,FRMFNS,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Snow Melt,CWATER,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Wash Fluids - Water,WSHWTR,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Water Process (with organic chemicals,PWTROR,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Well Workover Fluids,WWOFLD,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Dessicant,DESICT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sand - Produced,SAND,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Catalyst (Sulphur),CATSU,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Lime,SLGLIM,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Flare Pit,SLGPIT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Process,SLGPRO,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sludge - Sulphur,SLGSUL,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Salt Heat Medium,SALT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Wash Fluids - Organic,WSHORG,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Acid,ACID,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Water - Process (with heavy metals),PWTRHM,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Boiler Blowdown Water,BLBDWT,sesc
706085sesc,Standard,,706085,M3,Off Spec Oil - Solids Disposal,Catalyst (non-sulphur),CATNS,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Catalyst (non-sulphur),CATNS,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Boiler Blowdown Water,BLBDWT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Water - Process (with heavy metals),PWTRHM,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Acid,ACID,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sweetening Agents (liquids),SWTLIQ,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Wash Fluids - Organic,WSHORG,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Glycol Solutions (no heavy metals),GLYC,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Hydrotest Fluids - Methanol,METHNL,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Salt Heat Medium,SALT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Sulphur,SLGSUL,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Process,SLGPRO,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Flare Pit,SLGPIT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Lime,SLGLIM,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Catalyst (Sulphur),CATSU,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sand - Produced,SAND,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Dessicant,DESICT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Well Workover Fluids,WWOFLD,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Wash Fluids - Water,WSHWTR,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Water Process (with organic chemicals,PWTROR,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Snow Melt,CWATER,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Residual formation fines after treatment and settl,FRMFNS,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Pigging Waste (liguid & wax),PIGWST,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Load Oil,COEMUL,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Cooling Tower,SLGCTW,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge Gas Sweetening Systems,SLGSWT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Treater Hay,TRTHAY,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Tank Bottoms,SLGHYD,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Frac Fluid (water based),FRFLDW,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Frac Sand,FRCSND,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,High Solids Produced Water,HSPWTR,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Drilling Waste Gel Chemical,DRWSGC,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Drilling Waste Hydrocarbon,DRWSHC,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Cement,CEMENT,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sweetening Agents (solids),SWTSOL,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Waters Contaminated (collected surface waters),CWATER,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Emulsion,SLGEML,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Sludge - Hydrocarbon,SLGHYD,sesc
706086sesc,Standard,,706086,M3,Tank Sting Processing,Non-Oilfield Waste,NONOFD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Non-Oilfield Waste,NONOFD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Emulsion,SLGEML,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sweetening Agents (solids),SWTSOL,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Cement,CEMENT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Drilling Waste Hydrocarbon,DRWSHC,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Drilling Waste Gel Chemical,DRWSGC,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,High Solids Produced Water,HSPWTR,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Load Oil,COEMUL,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Frac Sand,FRCSND,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Frac Fluid (water based),FRFLDW,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Treater Hay,TRTHAY,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge Gas Sweetening Systems,SLGSWT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Tank Bottoms,SLGHYD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Cooling Tower,SLGCTW,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Pigging Waste (liguid & wax),PIGWST,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Residual formation fines after treatment and settl,FRMFNS,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Snow Melt,CWATER,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Wash Fluids - Water,WSHWTR,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Water Process (with organic chemicals,PWTROR,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Well Workover Fluids,WWOFLD,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Dessicant,DESICT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sand - Produced,SAND,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Catalyst (Sulphur),CATSU,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Lime,SLGLIM,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Flare Pit,SLGPIT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Process,SLGPRO,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sludge - Sulphur,SLGSUL,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Salt Heat Medium,SALT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Wash Fluids - Organic,WSHORG,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Water - Process (with heavy metals),PWTRHM,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Boiler Blowdown Water,BLBDWT,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Catalyst (non-sulphur),CATNS,sesc
706087sesc,Standard,,706087,M3,Tank Sting - Stung Slop Disposal,Acid,ACID,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Acid,ACID,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Catalyst (non-sulphur),CATNS,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Boiler Blowdown Water,BLBDWT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Water - Process (with heavy metals),PWTRHM,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sweetening Agents (liquids),SWTLIQ,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Wash Fluids - Organic,WSHORG,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Glycol Solutions (no heavy metals),GLYC,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Hydrotest Fluids - Methanol,METHNL,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Salt Heat Medium,SALT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Sulphur,SLGSUL,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Process,SLGPRO,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Lime,SLGLIM,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Flare Pit,SLGPIT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Catalyst (Sulphur),CATSU,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sand - Produced,SAND,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Dessicant,DESICT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Well Workover Fluids,WWOFLD,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Water Process (with organic chemicals,PWTROR,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Wash Fluids - Water,WSHWTR,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Snow Melt,CWATER,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Residual formation fines after treatment and settl,FRMFNS,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Pigging Waste (liguid & wax),PIGWST,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Cooling Tower,SLGCTW,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge Gas Sweetening Systems,SLGSWT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Treater Hay,TRTHAY,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Tank Bottoms,SLGHYD,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Frac Fluid (water based),FRFLDW,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Frac Sand,FRCSND,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Load Oil,COEMUL,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,High Solids Produced Water,HSPWTR,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Drilling Waste Gel Chemical,DRWSGC,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Drilling Waste Hydrocarbon,DRWSHC,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (refined fuels/oils,SOILRO,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Cement,CEMENT,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sweetening Agents (solids),SWTSOL,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Waters Contaminated (collected surface waters),CWATER,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Emulsion,SLGEML,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Sludge - Hydrocarbon,SLGHYD,sesc
706088sesc,Standard,,706088,M3,Tank Sting - Stung Sand Disposal,Non-Oilfield Waste,NONOFD,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Non-Oilfield Waste,NONOFD,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (sulfur),HYDVSU,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Waste - Miscellaneous,WSTMIS,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (chem/solvent),HYDVCH,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (crude/condi),HYDVCO,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (produced water/salt),HYDVPW,sesc
706113sesc,Standard,,706113,M3,Hydrovac Slurry - Water Disposal,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (produced water/salt),HYDVPW,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (crude/condi),HYDVCO,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (chem/solvent),HYDVCH,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Waste - Miscellaneous,WSTMIS,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (sulfur),HYDVSU,sesc
706114sesc,Standard,,706114,M3,Hydrovac Slurry -  Solids Disposal,Hydrovac Material (emulsion impacted),HYDVEM,sesc
